year,sector,sub_sector,food_type,cause_group,cause_name,tons_surplus_due_to_cause,us_dollars_surplus_due_to_cause,tons_inedible_parts,tons_not_fit_for_human_consumption
2022,Farm,Not Applicable,Dry Goods,Buyer Rejections,Buyer Rejections,7.2072,6524.118749,0,0
2022,Farm,Not Applicable,Dry Goods,Excess,Packhouse Losses (Not Marketable),5.5664,5038.829865,0,0
2022,Farm,Not Applicable,Dry Goods,Not Harvested,Fields Never Harvested (Bad Weather),51546.59268,34313258.07,0,51546.59268
2022,Farm,Not Applicable,Dry Goods,Not Harvested,Fields Never Harvested (Food Safety),0.680452725,351.113119,0,0.680452725
2022,Farm,Not Applicable,Dry Goods,Not Harvested,Fields Never Harvested (Market Dynamics),181.2582291,138057.058,0,0
2022,Farm,Not Applicable,Dry Goods,Not Harvested,Fields Never Harvested (Other),337.7910472,223265.3746,0,337.7910472
2022,Farm,Not Applicable,Dry Goods,Not Harvested,Fields Never Harvested (Pests/Disease),908.6775864,470834.7758,0,908.6775864
2022,Farm,Not Applicable,Dry Goods,Not Harvested,Left Behind After Harvest (Inedible),30894.41835,66191365,0,30894.41835
2022,Farm,Not Applicable,Dry Goods,Not Harvested,Left Behind After Harvest (Marketable),51239.11624,57276501.57,0,0
2022,Farm,Not Applicable,Dry Goods,Not Harvested,Left Behind After Harvest (Not Marketable),36305.33374,47323044.45,0,0
2022,Farm,Not Applicable,Dry Goods,Spoiled,Packhouse Losses (Inedible),73.9536,66944.45392,0,73.9536
2022,Farm,Not Applicable,Produce,Buyer Rejections,Buyer Rejections,548867.2322,245349687.9,128579.7532,0
2022,Farm,Not Applicable,Produce,Excess,Packhouse Losses (Not Marketable),306372.1565,163904252.9,65930.94697,0
2022,Farm,Not Applicable,Produce,Not Harvested,Fields Never Harvested (Bad Weather),506560.4989,186270463.6,121955.9514,506560.4989
2022,Farm,Not Applicable,Produce,Not Harvested,Fields Never Harvested (Food Safety),110.06954,13438.80335,52.36908889,110.06954
2022,Farm,Not Applicable,Produce,Not Harvested,Fields Never Harvested (Market Dynamics),1944.236122,649547.1894,791.7108778,0
2022,Farm,Not Applicable,Produce,Not Harvested,Fields Never Harvested (Other),23010.90849,11319824.96,4583.982507,23010.90849
2022,Farm,Not Applicable,Produce,Not Harvested,Fields Never Harvested (Pests/Disease),21162.31672,8046298.718,4179.400915,21162.31672
2022,Farm,Not Applicable,Produce,Not Harvested,Left Behind After Harvest (Inedible),4280741.188,3811279482,855835.9892,4280741.188
2022,Farm,Not Applicable,Produce,Not Harvested,Left Behind After Harvest (Marketable),3259117.961,2690625504,649503.9788,0
2022,Farm,Not Applicable,Produce,Not Harvested,Left Behind After Harvest (Not Marketable),3953968.995,3413236684,680192.9909,0
2022,Farm,Not Applicable,Produce,Spoiled,Packhouse Losses (Inedible),1819753.166,1240768642,310144.7805,1819753.166
2022,Foodservice,Bars And Taverns,Breads & Bakery,Date Label Concerns,Date Label Concerns,351.0450703,1962203.443,0,0
2022,Foodservice,Bars And Taverns,Breads & Bakery,Mistakes & Malfunctions,Cooking Issues,17.00267733,95038.25811,0,17.00267733
2022,Foodservice,Bars And Taverns,Breads & Bakery,Mistakes & Malfunctions,Equipment Issues,0.411747719,2301.5073,0,0.411747719
2022,Foodservice,Bars And Taverns,Breads & Bakery,Mistakes & Malfunctions,Handling Errors,40.53121774,226553.5161,0,40.53121774
2022,Foodservice,Bars And Taverns,Breads & Bakery,Other,Other,0.281893838,1575.675337,0,0.281893838
2022,Foodservice,Bars And Taverns,Breads & Bakery,Spoiled,Spoiled,4.945227783,27641.87223,0,4.945227783
2022,Foodservice,Bars And Taverns,Breads & Bakery,Trimmings & Byproducts,Trimmings & Byproducts,70.19263987,392349.1633,70.19263987,70.19263987
2022,Foodservice,Bars And Taverns,Dairy & Eggs,Date Label Concerns,Date Label Concerns,201.8955236,1196638.571,1.812943836,0
2022,Foodservice,Bars And Taverns,Dairy & Eggs,Mistakes & Malfunctions,Cooking Issues,8.833204711,52354.57068,0.079318767,8.833204711
2022,Foodservice,Bars And Taverns,Dairy & Eggs,Mistakes & Malfunctions,Equipment Issues,1.637539259,9705.726031,0.01470447,1.637539259
2022,Foodservice,Bars And Taverns,Dairy & Eggs,Mistakes & Malfunctions,Handling Errors,13.37622305,79281.12593,0.120113318,13.37622305
2022,Foodservice,Bars And Taverns,Dairy & Eggs,Other,Other,0,0,0,0
2022,Foodservice,Bars And Taverns,Dairy & Eggs,Spoiled,Spoiled,1.76788503,10478.28787,0.015874925,1.76788503
2022,Foodservice,Bars And Taverns,Dairy & Eggs,Trimmings & Byproducts,Trimmings & Byproducts,2.92941374,17362.69041,2.92941374,2.92941374
2022,Foodservice,Bars And Taverns,Dry Goods,Date Label Concerns,Date Label Concerns,212.6502914,821517.7825,0,0
2022,Foodservice,Bars And Taverns,Dry Goods,Mistakes & Malfunctions,Cooking Issues,11.69888166,45195.51445,0,11.69888166
2022,Foodservice,Bars And Taverns,Dry Goods,Mistakes & Malfunctions,Equipment Issues,1.040462308,4019.549103,0,1.040462308
2022,Foodservice,Bars And Taverns,Dry Goods,Mistakes & Malfunctions,Handling Errors,173.9738162,672101.5184,0,173.9738162
2022,Foodservice,Bars And Taverns,Dry Goods,Other,Other,1.371622002,5298.896411,0,1.371622002
2022,Foodservice,Bars And Taverns,Dry Goods,Spoiled,Spoiled,1.990157916,7688.445228,0,1.990157916
2022,Foodservice,Bars And Taverns,Dry Goods,Trimmings & Byproducts,Trimmings & Byproducts,9.184681025,35482.56971,9.184681025,9.184681025
2022,Foodservice,Bars And Taverns,Fresh Meat & Seafood,Date Label Concerns,Date Label Concerns,623.3592783,3770910.722,86.22874014,0
2022,Foodservice,Bars And Taverns,Fresh Meat & Seafood,Mistakes & Malfunctions,Cooking Issues,45.56926601,275663.8744,6.303556447,45.56926601
2022,Foodservice,Bars And Taverns,Fresh Meat & Seafood,Mistakes & Malfunctions,Equipment Issues,6.82332639,41276.60491,0.943864732,6.82332639
2022,Foodservice,Bars And Taverns,Fresh Meat & Seafood,Mistakes & Malfunctions,Handling Errors,99.30274422,600715.8246,13.73646118,99.30274422
2022,Foodservice,Bars And Taverns,Fresh Meat & Seafood,Other,Other,9.613701384,58156.52528,1.329854848,9.613701384
2022,Foodservice,Bars And Taverns,Fresh Meat & Seafood,Spoiled,Spoiled,3.556821076,21516.41148,0.492011928,3.556821076
2022,Foodservice,Bars And Taverns,Fresh Meat & Seafood,Trimmings & Byproducts,Trimmings & Byproducts,193.4868477,1170467.264,193.4868477,193.4868477
2022,Foodservice,Bars And Taverns,Frozen,Date Label Concerns,Date Label Concerns,0,0,0,0
2022,Foodservice,Bars And Taverns,Frozen,Mistakes & Malfunctions,Cooking Issues,0,0,0,0
2022,Foodservice,Bars And Taverns,Frozen,Mistakes & Malfunctions,Equipment Issues,0,0,0,0
2022,Foodservice,Bars And Taverns,Frozen,Mistakes & Malfunctions,Handling Errors,0,0,0,0
2022,Foodservice,Bars And Taverns,Frozen,Other,Other,0,0,0,0
2022,Foodservice,Bars And Taverns,Frozen,Spoiled,Spoiled,0,0,0,0
2022,Foodservice,Bars And Taverns,Frozen,Trimmings & Byproducts,Trimmings & Byproducts,0,0,0,0
2022,Foodservice,Bars And Taverns,Prepared Foods,Date Label Concerns,Date Label Concerns,0,0,0,0
2022,Foodservice,Bars And Taverns,Prepared Foods,Excess,Catering Overproduction,3695.13029,42273671.44,129.9391107,0
2022,Foodservice,Bars And Taverns,Prepared Foods,Excess,Overproduction,5245.864155,60014646.39,184.4706058,0
2022,Foodservice,Bars And Taverns,Prepared Foods,Excess,Plate Waste,17973.64647,205625232.7,632.0425681,0
2022,Foodservice,Bars And Taverns,Prepared Foods,Mistakes & Malfunctions,Cooking Issues,0,0,0,0
2022,Foodservice,Bars And Taverns,Prepared Foods,Mistakes & Malfunctions,Equipment Issues,0,0,0,0
2022,Foodservice,Bars And Taverns,Prepared Foods,Mistakes & Malfunctions,Handling Errors,0,0,0,0
2022,Foodservice,Bars And Taverns,Prepared Foods,Other,Other,0,0,0,0
2022,Foodservice,Bars And Taverns,Prepared Foods,Spoiled,Spoiled,0,0,0,0
2022,Foodservice,Bars And Taverns,Prepared Foods,Trimmings & Byproducts,Trimmings & Byproducts,0,0,0,0
2022,Foodservice,Bars And Taverns,Produce,Date Label Concerns,Date Label Concerns,314.4204219,1227070.938,68.65961681,0
2022,Foodservice,Bars And Taverns,Produce,Mistakes & Malfunctions,Cooking Issues,39.39147352,153730.8935,8.601869628,39.39147352
2022,Foodservice,Bars And Taverns,Produce,Mistakes & Malfunctions,Equipment Issues,1.63336966,6374.460126,0.356677007,1.63336966
2022,Foodservice,Bars And Taverns,Produce,Mistakes & Malfunctions,Handling Errors,20.21878118,78906.70285,4.415151408,20.21878118
2022,Foodservice,Bars And Taverns,Produce,Other,Other,1.433539917,5594.5958,0.313040422,1.433539917
2022,Foodservice,Bars And Taverns,Produce,Spoiled,Spoiled,15.5863093,60827.81475,3.403563984,15.5863093
2022,Foodservice,Bars And Taverns,Produce,Trimmings & Byproducts,Trimmings & Byproducts,388.907734,1517768.392,388.907734,388.907734
2022,Foodservice,Bars And Taverns,Ready-To-Drink Beverages,Date Label Concerns,Date Label Concerns,0,0,0,0
2022,Foodservice,Bars And Taverns,Ready-To-Drink Beverages,Mistakes & Malfunctions,Cooking Issues,0,0,0,0
2022,Foodservice,Bars And Taverns,Ready-To-Drink Beverages,Mistakes & Malfunctions,Equipment Issues,0,0,0,0
2022,Foodservice,Bars And Taverns,Ready-To-Drink Beverages,Mistakes & Malfunctions,Handling Errors,0,0,0,0
2022,Foodservice,Bars And Taverns,Ready-To-Drink Beverages,Other,Other,0,0,0,0
2022,Foodservice,Bars And Taverns,Ready-To-Drink Beverages,Spoiled,Spoiled,0,0,0,0
2022,Foodservice,Bars And Taverns,Ready-To-Drink Beverages,Trimmings & Byproducts,Trimmings & Byproducts,0,0,0,0
2022,Foodservice,Business & Industry,Breads & Bakery,Date Label Concerns,Date Label Concerns,2023.145677,8756682.52,0,0
2022,Foodservice,Business & Industry,Breads & Bakery,Mistakes & Malfunctions,Cooking Issues,138.8855375,601131.482,0,138.8855375
2022,Foodservice,Business & Industry,Breads & Bakery,Mistakes & Malfunctions,Equipment Issues,185.5772124,803224.7755,0,185.5772124
2022,Foodservice,Business & Industry,Breads & Bakery,Mistakes & Malfunctions,Handling Errors,99.41628573,430298.649,0,99.41628573
2022,Foodservice,Business & Industry,Breads & Bakery,Other,Other,13.36545506,57849.04568,0,13.36545506
2022,Foodservice,Business & Industry,Breads & Bakery,Spoiled,Spoiled,157.8425263,683182.0894,0,157.8425263
2022,Foodservice,Business & Industry,Breads & Bakery,Trimmings & Byproducts,Trimmings & Byproducts,489.5125795,2118733.365,489.5125795,489.5125795
2022,Foodservice,Business & Industry,Dairy & Eggs,Date Label Concerns,Date Label Concerns,3358.659492,12943271.87,30.15946523,0
2022,Foodservice,Business & Industry,Dairy & Eggs,Mistakes & Malfunctions,Cooking Issues,68.9654438,265772.2495,0.619283053,68.9654438
2022,Foodservice,Business & Industry,Dairy & Eggs,Mistakes & Malfunctions,Equipment Issues,580.4577316,2236910.96,5.212286277,580.4577316
2022,Foodservice,Business & Industry,Dairy & Eggs,Mistakes & Malfunctions,Handling Errors,70.86669257,273099.0952,0.636355533,70.86669257
2022,Foodservice,Business & Industry,Dairy & Eggs,Other,Other,9.643945717,37164.89022,0.086598908,9.643945717
2022,Foodservice,Business & Industry,Dairy & Eggs,Spoiled,Spoiled,179.0962053,690183.3546,1.608214762,179.0962053
2022,Foodservice,Business & Industry,Dairy & Eggs,Trimmings & Byproducts,Trimmings & Byproducts,375.6452406,1447624.71,375.6452406,375.6452406
2022,Foodservice,Business & Industry,Dry Goods,Date Label Concerns,Date Label Concerns,2811.011158,9559946.522,0,0
2022,Foodservice,Business & Industry,Dry Goods,Mistakes & Malfunctions,Cooking Issues,305.1053091,1037630.331,0,305.1053091
2022,Foodservice,Business & Industry,Dry Goods,Mistakes & Malfunctions,Equipment Issues,192.1688334,653545.5276,0,192.1688334
2022,Foodservice,Business & Industry,Dry Goods,Mistakes & Malfunctions,Handling Errors,195.8989288,666231.181,0,195.8989288
2022,Foodservice,Business & Industry,Dry Goods,Other,Other,23.73138316,80707.88096,0,23.73138316
2022,Foodservice,Business & Industry,Dry Goods,Spoiled,Spoiled,57.53911271,195684.3319,0,57.53911271
2022,Foodservice,Business & Industry,Dry Goods,Trimmings & Byproducts,Trimmings & Byproducts,6625.278755,22531860.26,6625.278755,6625.278755
2022,Foodservice,Business & Industry,Fresh Meat & Seafood,Date Label Concerns,Date Label Concerns,2574.51861,21117346.99,356.1308927,0
2022,Foodservice,Business & Industry,Fresh Meat & Seafood,Mistakes & Malfunctions,Cooking Issues,132.7990304,1089276.727,18.36997295,132.7990304
2022,Foodservice,Business & Industry,Fresh Meat & Seafood,Mistakes & Malfunctions,Equipment Issues,649.440197,5326997.418,89.83649066,649.440197
2022,Foodservice,Business & Industry,Fresh Meat & Seafood,Mistakes & Malfunctions,Handling Errors,151.5095448,1242748.69,20.95818194,151.5095448
2022,Foodservice,Business & Industry,Fresh Meat & Seafood,Other,Other,21.08609901,172957.5649,2.916821512,21.08609901
2022,Foodservice,Business & Industry,Fresh Meat & Seafood,Spoiled,Spoiled,170.4326372,1397964.312,23.57579665,170.4326372
2022,Foodservice,Business & Industry,Fresh Meat & Seafood,Trimmings & Byproducts,Trimmings & Byproducts,4240.495367,34782429.5,4240.495367,4240.495367
2022,Foodservice,Business & Industry,Frozen,Date Label Concerns,Date Label Concerns,0,0,0,0
2022,Foodservice,Business & Industry,Frozen,Mistakes & Malfunctions,Cooking Issues,0,0,0,0
2022,Foodservice,Business & Industry,Frozen,Mistakes & Malfunctions,Equipment Issues,0,0,0,0
2022,Foodservice,Business & Industry,Frozen,Mistakes & Malfunctions,Handling Errors,0,0,0,0
2022,Foodservice,Business & Industry,Frozen,Other,Other,0,0,0,0
2022,Foodservice,Business & Industry,Frozen,Spoiled,Spoiled,0,0,0,0
2022,Foodservice,Business & Industry,Frozen,Trimmings & Byproducts,Trimmings & Byproducts,0,0,0,0
2022,Foodservice,Business & Industry,Prepared Foods,Date Label Concerns,Date Label Concerns,0,0,0,0
2022,Foodservice,Business & Industry,Prepared Foods,Excess,Catering Overproduction,0,0,0,0
2022,Foodservice,Business & Industry,Prepared Foods,Excess,Overproduction,37589.80297,280550229.9,1321.843937,0
2022,Foodservice,Business & Industry,Prepared Foods,Excess,Plate Waste,228128.2713,1702627678,8022.121647,0
2022,Foodservice,Business & Industry,Prepared Foods,Mistakes & Malfunctions,Cooking Issues,0,0,0,0
2022,Foodservice,Business & Industry,Prepared Foods,Mistakes & Malfunctions,Equipment Issues,0,0,0,0
2022,Foodservice,Business & Industry,Prepared Foods,Mistakes & Malfunctions,Handling Errors,0,0,0,0
2022,Foodservice,Business & Industry,Prepared Foods,Other,Other,0,0,0,0
2022,Foodservice,Business & Industry,Prepared Foods,Spoiled,Spoiled,0,0,0,0
2022,Foodservice,Business & Industry,Prepared Foods,Trimmings & Byproducts,Trimmings & Byproducts,0,0,0,0
2022,Foodservice,Business & Industry,Produce,Date Label Concerns,Date Label Concerns,651.9131723,2310715.993,142.3575108,0
2022,Foodservice,Business & Industry,Produce,Mistakes & Malfunctions,Cooking Issues,73.42272105,260247.9333,16.03323303,73.42272105
2022,Foodservice,Business & Industry,Produce,Mistakes & Malfunctions,Equipment Issues,31.3180475,111007.2879,6.838885107,31.3180475
2022,Foodservice,Business & Industry,Produce,Mistakes & Malfunctions,Handling Errors,35.32028686,125193.2852,7.712849398,35.32028686
2022,Foodservice,Business & Industry,Produce,Other,Other,6.351071313,22511.46729,1.386875954,6.351071313
2022,Foodservice,Business & Industry,Produce,Spoiled,Spoiled,77.57046091,274949.6593,16.93897009,77.57046091
2022,Foodservice,Business & Industry,Produce,Trimmings & Byproducts,Trimmings & Byproducts,5581.33644,19783130.52,5581.33644,5581.33644
2022,Foodservice,Business & Industry,Ready-To-Drink Beverages,Date Label Concerns,Date Label Concerns,1313.016931,1230498.759,0,0
2022,Foodservice,Business & Industry,Ready-To-Drink Beverages,Mistakes & Malfunctions,Cooking Issues,85.73072667,80342.87318,0,85.73072667
2022,Foodservice,Business & Industry,Ready-To-Drink Beverages,Mistakes & Malfunctions,Equipment Issues,145.7793482,136617.6649,0,145.7793482
2022,Foodservice,Business & Industry,Ready-To-Drink Beverages,Mistakes & Malfunctions,Handling Errors,10.21346146,9571.583852,0,10.21346146
2022,Foodservice,Business & Industry,Ready-To-Drink Beverages,Other,Other,26.78064605,25097.58324,0,26.78064605
2022,Foodservice,Business & Industry,Ready-To-Drink Beverages,Spoiled,Spoiled,611.5606954,573126.4075,0,611.5606954
2022,Foodservice,Business & Industry,Ready-To-Drink Beverages,Trimmings & Byproducts,Trimmings & Byproducts,2026.308446,1898962.587,2026.308446,2026.308446
2022,Foodservice,Caterers,Breads & Bakery,Date Label Concerns,Date Label Concerns,673.8841643,2916739.882,0,0
2022,Foodservice,Caterers,Breads & Bakery,Mistakes & Malfunctions,Cooking Issues,32.63921352,141270.7121,0,32.63921352
2022,Foodservice,Caterers,Breads & Bakery,Mistakes & Malfunctions,Equipment Issues,0.79041209,3421.102004,0,0.79041209
2022,Foodservice,Caterers,Breads & Bakery,Mistakes & Malfunctions,Handling Errors,77.80580929,336763.0804,0,77.80580929
2022,Foodservice,Caterers,Breads & Bakery,Other,Other,0.541137904,2342.180732,0,0.541137904
2022,Foodservice,Caterers,Breads & Bakery,Spoiled,Spoiled,9.493113488,41088.57899,0,9.493113488
2022,Foodservice,Caterers,Breads & Bakery,Trimmings & Byproducts,Trimmings & Byproducts,134.7454001,583211.9275,134.7454001,134.7454001
2022,Foodservice,Caterers,Dairy & Eggs,Date Label Concerns,Date Label Concerns,1217.277789,4691025.512,10.93068447,0
2022,Foodservice,Caterers,Dairy & Eggs,Mistakes & Malfunctions,Cooking Issues,53.25756466,205238.7686,0.478232364,53.25756466
2022,Foodservice,Caterers,Dairy & Eggs,Mistakes & Malfunctions,Equipment Issues,9.87312712,38048.08698,0.088656869,9.87312712
2022,Foodservice,Caterers,Dairy & Eggs,Mistakes & Malfunctions,Handling Errors,80.64854005,310795.4177,0.724192746,80.64854005
2022,Foodservice,Caterers,Dairy & Eggs,Other,Other,0,0,0,0
2022,Foodservice,Caterers,Dairy & Eggs,Spoiled,Spoiled,10.65901384,41076.66,0.095713828,10.65901384
2022,Foodservice,Caterers,Dairy & Eggs,Trimmings & Byproducts,Trimmings & Byproducts,17.66215624,68064.68191,17.66215624,17.66215624
2022,Foodservice,Caterers,Dry Goods,Date Label Concerns,Date Label Concerns,1577.288593,5364188.81,0,0
2022,Foodservice,Caterers,Dry Goods,Mistakes & Malfunctions,Cooking Issues,86.77398215,295108.9776,0,86.77398215
2022,Foodservice,Caterers,Dry Goods,Mistakes & Malfunctions,Equipment Issues,7.717409269,26246.07864,0,7.717409269
2022,Foodservice,Caterers,Dry Goods,Mistakes & Malfunctions,Handling Errors,1290.414013,4388559.226,0,1290.414013
2022,Foodservice,Caterers,Dry Goods,Other,Other,10.17371631,34599.71462,0,10.17371631
2022,Foodservice,Caterers,Dry Goods,Spoiled,Spoiled,14.76157572,50202.5309,0,14.76157572
2022,Foodservice,Caterers,Dry Goods,Trimmings & Byproducts,Trimmings & Byproducts,68.12543032,231687.2592,68.12543032,68.12543032
2022,Foodservice,Caterers,Fresh Meat & Seafood,Date Label Concerns,Date Label Concerns,1508.622973,12374396.78,208.6864876,0
2022,Foodservice,Caterers,Fresh Meat & Seafood,Mistakes & Malfunctions,Cooking Issues,110.2844603,904602.2064,15.25555229,110.2844603
2022,Foodservice,Caterers,Fresh Meat & Seafood,Mistakes & Malfunctions,Equipment Issues,16.51347353,135450.8564,2.284294255,16.51347353
2022,Foodservice,Caterers,Fresh Meat & Seafood,Mistakes & Malfunctions,Handling Errors,240.3275389,1971273.39,33.24429686,240.3275389
2022,Foodservice,Caterers,Fresh Meat & Seafood,Other,Other,23.26659964,190843.0011,3.218448244,23.26659964
2022,Foodservice,Caterers,Fresh Meat & Seafood,Spoiled,Spoiled,8.608040616,70606.97866,1.19074268,8.608040616
2022,Foodservice,Caterers,Fresh Meat & Seafood,Trimmings & Byproducts,Trimmings & Byproducts,468.2671994,3840935.891,468.2671994,468.2671994
2022,Foodservice,Caterers,Frozen,Date Label Concerns,Date Label Concerns,0,0,0,0
2022,Foodservice,Caterers,Frozen,Mistakes & Malfunctions,Cooking Issues,0,0,0,0
2022,Foodservice,Caterers,Frozen,Mistakes & Malfunctions,Equipment Issues,0,0,0,0
2022,Foodservice,Caterers,Frozen,Mistakes & Malfunctions,Handling Errors,0,0,0,0
2022,Foodservice,Caterers,Frozen,Other,Other,0,0,0,0
2022,Foodservice,Caterers,Frozen,Spoiled,Spoiled,0,0,0,0
2022,Foodservice,Caterers,Frozen,Trimmings & Byproducts,Trimmings & Byproducts,0,0,0,0
2022,Foodservice,Caterers,Prepared Foods,Date Label Concerns,Date Label Concerns,0,0,0,0
2022,Foodservice,Caterers,Prepared Foods,Excess,Catering Overproduction,185839.1684,2163665875,6535.027016,0
2022,Foodservice,Caterers,Prepared Foods,Excess,Overproduction,18012.53059,209714120.5,633.4099266,0
2022,Foodservice,Caterers,Prepared Foods,Excess,Plate Waste,64034.86775,745537441.6,2251.783595,0
2022,Foodservice,Caterers,Prepared Foods,Mistakes & Malfunctions,Cooking Issues,0,0,0,0
2022,Foodservice,Caterers,Prepared Foods,Mistakes & Malfunctions,Equipment Issues,0,0,0,0
2022,Foodservice,Caterers,Prepared Foods,Mistakes & Malfunctions,Handling Errors,0,0,0,0
2022,Foodservice,Caterers,Prepared Foods,Other,Other,0,0,0,0
2022,Foodservice,Caterers,Prepared Foods,Spoiled,Spoiled,0,0,0,0
2022,Foodservice,Caterers,Prepared Foods,Trimmings & Byproducts,Trimmings & Byproducts,0,0,0,0
2022,Foodservice,Caterers,Produce,Date Label Concerns,Date Label Concerns,777.2625327,2755018.676,169.7299028,0
2022,Foodservice,Caterers,Produce,Mistakes & Malfunctions,Cooking Issues,97.37763308,345156.4774,21.26423892,97.37763308
2022,Foodservice,Caterers,Produce,Mistakes & Malfunctions,Equipment Issues,4.037769021,14311.93271,0.881722861,4.037769021
2022,Foodservice,Caterers,Produce,Mistakes & Malfunctions,Handling Errors,49.98180772,177161.2653,10.91446842,49.98180772
2022,Foodservice,Caterers,Produce,Other,Other,3.543780204,12560.98195,0.773851105,3.543780204
2022,Foodservice,Caterers,Produce,Spoiled,Spoiled,38.53011254,136570.5604,8.413775247,38.53011254
2022,Foodservice,Caterers,Produce,Trimmings & Byproducts,Trimmings & Byproducts,961.3987811,3407692.364,961.3987811,961.3987811
2022,Foodservice,Caterers,Ready-To-Drink Beverages,Date Label Concerns,Date Label Concerns,0,0,0,0
2022,Foodservice,Caterers,Ready-To-Drink Beverages,Mistakes & Malfunctions,Cooking Issues,0,0,0,0
2022,Foodservice,Caterers,Ready-To-Drink Beverages,Mistakes & Malfunctions,Equipment Issues,0,0,0,0
2022,Foodservice,Caterers,Ready-To-Drink Beverages,Mistakes & Malfunctions,Handling Errors,0,0,0,0
2022,Foodservice,Caterers,Ready-To-Drink Beverages,Other,Other,0,0,0,0
2022,Foodservice,Caterers,Ready-To-Drink Beverages,Spoiled,Spoiled,0,0,0,0
2022,Foodservice,Caterers,Ready-To-Drink Beverages,Trimmings & Byproducts,Trimmings & Byproducts,0,0,0,0
2022,Foodservice,Colleges & Universities,Breads & Bakery,Date Label Concerns,Date Label Concerns,1588.440751,6875170.443,0,0
2022,Foodservice,Colleges & Universities,Breads & Bakery,Mistakes & Malfunctions,Cooking Issues,208.2842441,901506.5106,0,208.2842441
2022,Foodservice,Colleges & Universities,Breads & Bakery,Mistakes & Malfunctions,Equipment Issues,39.16914182,169533.8815,0,39.16914182
2022,Foodservice,Colleges & Universities,Breads & Bakery,Mistakes & Malfunctions,Handling Errors,233.2735597,1009666.544,0,233.2735597
2022,Foodservice,Colleges & Universities,Breads & Bakery,Other,Other,33.45689798,144809.8558,0,33.45689798
2022,Foodservice,Colleges & Universities,Breads & Bakery,Spoiled,Spoiled,691.9729643,2995032.75,0,691.9729643
2022,Foodservice,Colleges & Universities,Breads & Bakery,Trimmings & Byproducts,Trimmings & Byproducts,524.5247748,2270274.938,524.5247748,524.5247748
2022,Foodservice,Colleges & Universities,Dairy & Eggs,Date Label Concerns,Date Label Concerns,2340.247517,9018615.885,21.01451897,0
2022,Foodservice,Colleges & Universities,Dairy & Eggs,Mistakes & Malfunctions,Cooking Issues,43.1099553,166132.909,0.387110751,43.1099553
2022,Foodservice,Colleges & Universities,Dairy & Eggs,Mistakes & Malfunctions,Equipment Issues,62.52597215,240956.4465,0.561459084,62.52597215
2022,Foodservice,Colleges & Universities,Dairy & Eggs,Mistakes & Malfunctions,Handling Errors,267.9886049,1032748.148,2.406434184,267.9886049
2022,Foodservice,Colleges & Universities,Dairy & Eggs,Other,Other,106.8393958,411727.1636,0.959376517,106.8393958
2022,Foodservice,Colleges & Universities,Dairy & Eggs,Spoiled,Spoiled,1666.907638,6423764.834,14.96818688,1666.907638
2022,Foodservice,Colleges & Universities,Dairy & Eggs,Trimmings & Byproducts,Trimmings & Byproducts,471.5377081,1817165.678,471.5377081,471.5377081
2022,Foodservice,Colleges & Universities,Dry Goods,Date Label Concerns,Date Label Concerns,6119.748838,20812607.4,0,0
2022,Foodservice,Colleges & Universities,Dry Goods,Mistakes & Malfunctions,Cooking Issues,188.8611292,642296.3816,0,188.8611292
2022,Foodservice,Colleges & Universities,Dry Goods,Mistakes & Malfunctions,Equipment Issues,157.7918419,536633.0782,0,157.7918419
2022,Foodservice,Colleges & Universities,Dry Goods,Mistakes & Malfunctions,Handling Errors,558.7305932,1900182.636,0,558.7305932
2022,Foodservice,Colleges & Universities,Dry Goods,Other,Other,659.2146915,2241918.244,0,659.2146915
2022,Foodservice,Colleges & Universities,Dry Goods,Spoiled,Spoiled,1963.101931,6676298.465,0,1963.101931
2022,Foodservice,Colleges & Universities,Dry Goods,Trimmings & Byproducts,Trimmings & Byproducts,1257.779867,4277574.007,1257.779867,1257.779867
2022,Foodservice,Colleges & Universities,Fresh Meat & Seafood,Date Label Concerns,Date Label Concerns,2726.259577,22361993.9,377.121087,0
2022,Foodservice,Colleges & Universities,Fresh Meat & Seafood,Mistakes & Malfunctions,Cooking Issues,155.4609029,1275159.487,21.50476982,155.4609029
2022,Foodservice,Colleges & Universities,Fresh Meat & Seafood,Mistakes & Malfunctions,Equipment Issues,155.6114173,1276394.073,21.52559035,155.6114173
2022,Foodservice,Colleges & Universities,Fresh Meat & Seafood,Mistakes & Malfunctions,Handling Errors,373.1831126,3061013.91,51.6220914,373.1831126
2022,Foodservice,Colleges & Universities,Fresh Meat & Seafood,Other,Other,244.7347615,2007423.391,33.85394409,244.7347615
2022,Foodservice,Colleges & Universities,Fresh Meat & Seafood,Spoiled,Spoiled,1588.038633,13025799.35,219.671986,1588.038633
2022,Foodservice,Colleges & Universities,Fresh Meat & Seafood,Trimmings & Byproducts,Trimmings & Byproducts,3237.060949,26551814,3237.060949,3237.060949
2022,Foodservice,Colleges & Universities,Frozen,Date Label Concerns,Date Label Concerns,0,0,0,0
2022,Foodservice,Colleges & Universities,Frozen,Mistakes & Malfunctions,Cooking Issues,0,0,0,0
2022,Foodservice,Colleges & Universities,Frozen,Mistakes & Malfunctions,Equipment Issues,0,0,0,0
2022,Foodservice,Colleges & Universities,Frozen,Mistakes & Malfunctions,Handling Errors,0,0,0,0
2022,Foodservice,Colleges & Universities,Frozen,Other,Other,0,0,0,0
